depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.988374,0.990354,0.990459,0.886971,0.886971,0.886971
1,2,20,0.985666,0.99032,0.990446,0.328853,0.383329,0.395586
2,4,40,0.983758,0.989136,0.99042,0.117145,0.159784,0.175855
3,8,80,0.977743,0.986679,0.990368,0.0429444,0.060257,0.076893
4,16,160,0.538037,0.982253,0.987276,0.0146584,0.0228481,0.0339739
5,32,320,0.530873,0.97507,0.983851,0.00527416,0.0096881,0.0144507
6,64,640,0.524245,0.953821,0.979749,0.00165449,0.00421312,0.00700442
7,128,1280,0.513741,0.876831,0.974695,0.000527046,0.0013576,0.00321188
8,256,2560,0.446048,0.675282,0.952979,0.000180917,0.000561769,0.00109229
9,512,5120,0.33399,0.571552,0.889654,5.14489e-05,0.000157275,0.000344095
10,1024,10240,0.293907,0.482165,0.649625,1.24226e-05,3.36473e-05,8.28966e-05
11,2048,20480,0.276019,0.43307,0.613459,2.5642e-06,7.35352e-06,1.87405e-05
12,4096,40960,0.242033,0.370073,0.55324,3.79139e-07,1.18003e-06,2.98925e-06
13,8192,81920,0.183808,0.290903,0.472612,3.08885e-08,1.14734e-07,3.59037e-07
14,16384,163840,0.119291,0.223979,0.380868,5.36346e-10,3.53099e-09,1.69063e-08
15,32768,327680,0.0465824,0.126802,0.252754,6.00653e-15,1.00975e-12,4.62466e-11
16,34465,344650,0,0,0,0,0,0
