group_idx,group_size,K_point,K_subtree
0,38,19,19
1,103,58,45
2,70,31,39
3,69,40,29
4,62,29,33
5,102,58,44
6,76,16,60
7,98,61,37
8,193,139,54
9,128,70,58
10,58,37,21
11,60,38,22
12,71,31,40
13,69,43,26
14,36,34,2
15,43,0,43
16,42,10,32
17,58,27,31
18,118,43,75
19,150,79,71
20,138,54,84
21,138,66,72
22,61,48,13
23,114,57,57
24,173,110,63
25,29,5,24
26,53,14,39
27,14,6,8
28,83,41,42
29,90,26,64
30,92,55,37
31,139,66,73
32,106,61,45
33,140,85,55
34,92,44,48
35,91,31,60
36,77,31,46
37,134,67,67
38,37,26,11
39,21,19,2
40,163,63,100
41,100,41,59
42,71,11,60
43,72,37,35
44,228,109,119
45,7,2,5
46,144,86,58
47,70,41,29
48,26,10,16
49,63,45,18
50,165,97,68
51,71,39,32
52,36,16,20
53,105,45,60
54,90,49,41
55,120,64,56
56,130,66,64
57,95,32,63
58,194,98,96
59,46,20,26
60,66,27,39
61,51,30,21
62,123,67,56
63,128,61,67
64,93,43,50
65,107,53,54
66,74,24,50
67,152,96,56
68,205,100,105
69,80,42,38
70,119,44,75
71,54,36,18
72,113,45,68
73,194,137,57
74,79,33,46
75,39,17,22
76,44,18,26
77,106,55,51
78,193,81,112
79,56,26,30
80,123,51,72
81,125,66,59
82,164,106,58
83,149,95,54
84,66,41,25
85,51,36,15
86,139,61,78
87,143,72,71
88,163,101,62
89,57,32,25
90,229,108,121
91,25,10,15
92,124,69,55
93,32,23,9
94,94,33,61
95,66,31,35
96,154,74,80
97,84,45,39
98,121,65,56
99,53,2,51
100,40,18,22
101,106,50,56
102,86,32,54
103,118,59,59
104,90,54,36
105,56,17,39
106,153,47,106
107,82,22,60
108,135,38,97
109,76,47,29
110,43,21,22
111,109,49,60
112,189,109,80
113,137,65,72
114,147,67,80
115,49,19,30
116,136,59,77
117,103,43,60
118,120,38,82
119,152,62,90
120,170,84,86
121,88,52,36
122,108,61,47
123,105,58,47
124,159,86,73
125,173,88,85
126,124,62,62
127,109,58,51
128,19,11,8
129,43,10,33
130,91,52,39
131,77,36,41
132,94,37,57
133,118,32,86
134,61,34,27
135,66,28,38
136,68,35,33
137,156,99,57
138,121,66,55
139,115,33,82
140,88,45,43
141,44,12,32
142,134,85,49
143,104,39,65
144,71,40,31
145,129,72,57
146,101,42,59
147,106,41,65
148,62,28,34
149,138,100,38
150,40,35,5
151,49,21,28
152,29,3,26
153,112,79,33
154,62,36,26
155,57,35,22
156,78,30,48
157,53,16,37
158,75,40,35
159,107,66,41
160,144,110,34
161,189,94,95
162,121,66,55
163,76,35,41
164,158,81,77
165,71,42,29
166,101,45,56
167,106,65,41
168,133,60,73
169,112,70,42
170,83,42,41
171,81,42,39
172,87,25,62
173,41,21,20
174,73,47,26
175,93,43,50
176,82,41,41
177,99,53,46
178,150,67,83
179,97,56,41
180,51,27,24
181,88,40,48
182,105,64,41
183,96,46,50
184,55,31,24
185,76,53,23
186,34,26,8
187,157,94,63
188,161,73,88
189,154,94,60
190,165,57,108
191,133,103,30
192,121,58,63
193,132,61,71
194,81,54,27
195,31,16,15
196,188,59,129
197,54,22,32
198,56,15,41
199,56,40,16
200,95,59,36
201,131,54,77
202,162,67,95
203,102,51,51
204,75,52,23
205,58,37,21
206,119,55,64
207,130,49,81
208,122,77,45
209,236,83,153
210,60,18,42
211,58,38,20
212,106,43,63
213,123,56,67
214,124,33,91
215,81,37,44
216,120,45,75
217,165,88,77
218,39,10,29
219,110,39,71
220,147,82,65
221,56,35,21
222,38,6,32
223,170,96,74
224,147,69,78
225,59,22,37
226,137,80,57
227,123,63,60
228,164,63,101
229,73,26,47
230,211,103,108
231,56,18,38
232,155,98,57
233,106,55,51
234,152,81,71
235,155,82,73
236,50,30,20
237,77,24,53
238,83,32,51
