group_size,count
2,1
3,1
5,2
7,1
9,2
10,1
11,1
12,1
13,1
14,7
15,1
16,3
17,3
18,6
19,7
20,7
21,6
22,3
23,6
24,4
25,8
26,11
27,11
28,8
29,5
30,4
31,2
32,6
33,12
34,9
35,11
36,16
37,8
38,11
39,17
40,11
41,9
42,8
43,10
44,14
45,10
46,14
47,6
48,9
49,12
50,11
51,15
52,11
53,15
54,18
55,11
56,27
57,16
58,16
59,16
60,17
61,13
62,9
63,13
64,12
65,17
66,17
67,13
68,13
69,12
70,17
71,11
72,17
73,21
74,19
75,12
76,16
77,11
78,11
79,11
80,16
81,17
82,13
83,23
84,13
85,19
86,10
87,11
88,16
89,9
90,16
91,10
92,22
93,15
94,12
95,7
96,11
97,14
98,16
99,12
100,20
101,15
102,19
103,15
104,13
105,19
106,24
107,23
108,16
109,18
110,8
111,18
112,16
113,13
114,15
115,15
116,10
117,10
118,14
119,15
120,8
121,20
122,11
123,14
124,21
125,15
126,14
127,9
128,14
129,15
130,8
131,10
132,6
133,14
134,13
135,7
136,11
137,11
138,13
139,14
140,9
141,5
142,8
143,16
144,9
145,5
146,11
147,8
148,4
149,13
150,7
151,11
152,9
153,7
154,9
155,11
156,8
157,6
158,5
159,7
160,11
161,8
162,9
163,11
164,12
165,9
166,4
167,3
168,8
169,4
170,5
171,5
172,3
173,7
174,3
175,4
176,4
177,2
178,3
179,6
180,6
181,2
182,1
183,3
184,4
185,3
186,2
187,3
188,3
189,5
190,1
191,3
192,3
193,3
194,3
195,3
196,1
197,1
198,2
199,1
201,2
202,1
203,1
204,2
205,3
206,5
207,2
209,1
210,5
211,3
212,1
213,4
214,2
216,1
217,1
220,1
221,1
224,1
227,3
228,1
229,3
231,1
233,1
234,1
236,3
238,1
239,1
240,1
241,1
243,1
244,1
248,1
250,1
251,1
257,1
260,1
261,1
269,2
281,1
286,1
