depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.950647,0.957829,0.962995,0.596477,0.596477,0.596477
1,2,20,0.935197,0.954314,0.962357,0.205158,0.208083,0.20874
2,4,40,0.923046,0.949382,0.961082,0.0751537,0.0802852,0.0812233
3,8,80,0.894515,0.943759,0.958263,0.0255115,0.0285093,0.0289281
4,16,160,0.554855,0.929246,0.953232,0.00730472,0.0103802,0.0112959
5,32,320,0.520973,0.903351,0.948711,0.00216373,0.00331069,0.00403772
6,64,640,0.473732,0.819956,0.927369,0.00046869,0.000975971,0.00186895
7,128,1280,0.38261,0.603295,0.864774,7.15338e-05,0.000177672,0.000292734
8,256,2560,0.286851,0.488351,0.786329,3.44848e-06,1.68717e-05,5.01775e-05
9,512,5120,0.160683,0.333906,0.558254,3.96744e-09,9.50649e-08,1.28434e-06
10,977,9770,0,0,0,0,0,0
