depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,8,0.99124,0.993611,0.993916,0.933033,0.933033,0.933033
1,2,16,0.989708,0.992373,0.993877,0.329127,0.383067,0.395203
2,4,32,0.982104,0.990384,0.993791,0.115912,0.160102,0.174543
3,8,64,0.527524,0.987544,0.990615,0.0402541,0.0627791,0.0762757
4,16,128,0.52084,0.928609,0.97187,0.0131873,0.0215885,0.0273967
5,32,256,0.51495,0.853523,0.960835,0.00380485,0.00934047,0.0148769
6,64,512,0.46962,0.739428,0.948933,0.00134732,0.00342203,0.00800847
7,128,1024,0.416373,0.548946,0.849768,0.000425119,0.00107216,0.00262321
8,256,2048,0.283225,0.472713,0.625432,0.000116019,0.000320445,0.000655896
9,512,4096,0.274872,0.431621,0.569975,3.24133e-05,8.86767e-05,0.000196312
10,1024,8192,0.255153,0.374446,0.502611,7.98491e-06,2.27461e-05,5.2672e-05
11,2048,16384,0.195548,0.301712,0.447717,1.70704e-06,4.74801e-06,1.13905e-05
12,4096,32768,0.145005,0.235313,0.353606,2.76804e-07,7.59203e-07,1.71609e-06
13,8192,65536,0.116639,0.189993,0.301106,3.18508e-08,1.01149e-07,2.75469e-07
14,16384,131072,0.0784885,0.1406,0.243411,1.09264e-09,5.8831e-09,2.29887e-08
15,32768,262144,0.0293172,0.0827416,0.166233,1.16075e-13,9.48587e-12,2.11376e-10
16,34465,275720,0,0,0,0,0,0
