depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.996361,0.996961,0.997102,0.985463,0.985463,0.985463
1,2,8,0.764208,0.996441,0.996579,0.256355,0.259598,0.260327
2,4,16,0.503602,0.531428,0.533908,0.0661823,0.0666446,0.0668106
3,8,32,0.386135,0.51201,0.532439,0.0171219,0.0184563,0.0194617
4,16,64,0.256903,0.277871,0.283185,0.00448601,0.00492211,0.0051325
5,32,128,0.205322,0.264752,0.282719,0.00127139,0.00139878,0.00150496
6,64,256,0.132355,0.151208,0.162702,0.000326221,0.000384253,0.000441882
7,128,512,0.112832,0.138963,0.157301,9.20857e-05,0.00012022,0.000150936
8,256,1024,0.0691294,0.0838369,0.0981931,2.45144e-05,3.38764e-05,4.46036e-05
9,512,2048,0.0574975,0.0740708,0.090828,6.98664e-06,1.1039e-05,1.57081e-05
10,1024,4096,0.0357025,0.0484488,0.063217,1.78253e-06,2.93638e-06,4.81241e-06
11,2048,8192,0.0275703,0.0392872,0.0548376,4.61678e-07,8.54821e-07,1.49363e-06
12,4096,16384,0.0169153,0.025987,0.0390245,8.34637e-08,1.95175e-07,3.95552e-07
13,8192,32768,0.0102899,0.0188586,0.0310504,9.73573e-09,3.66993e-08,9.71957e-08
14,16384,65536,0.00334936,0.00962399,0.0191628,6.70709e-11,1.23583e-09,8.48122e-09
15,17233,68932,0,0,0,0,0,0
