group_size,count
1,3
2,7
3,18
4,18
5,19
6,34
7,42
8,53
9,45
10,56
11,76
12,90
13,88
14,130
15,111
16,118
17,149
18,155
19,167
20,215
21,217
22,230
23,240
24,263
25,255
26,282
27,296
28,293
29,320
30,341
31,353
32,375
33,348
34,376
35,428
36,408
37,422
38,412
39,431
40,424
41,429
42,429
43,441
44,464
45,464
46,452
47,464
48,502
49,492
50,427
51,457
52,433
53,475
54,468
55,450
56,437
57,443
58,448
59,442
60,432
61,466
62,433
63,441
64,446
65,434
66,427
67,394
68,439
69,379
70,403
71,388
72,386
73,397
74,377
75,362
76,358
77,371
78,343
79,313
80,333
81,309
82,296
83,285
84,266
85,305
86,250
87,267
88,265
89,252
90,270
91,251
92,230
93,257
94,216
95,206
96,215
97,190
98,190
99,221
100,210
101,194
102,216
103,173
104,197
105,182
106,192
107,182
108,179
109,166
110,170
111,191
112,183
113,184
114,176
115,160
116,168
117,170
118,164
119,160
120,160
121,171
122,147
123,144
124,158
125,167
126,135
127,138
128,137
129,142
130,162
131,149
132,153
133,162
134,138
135,136
136,123
137,134
138,143
139,127
140,115
141,100
142,112
143,115
144,95
145,107
146,112
147,102
148,94
149,109
150,104
151,88
152,85
153,88
154,92
155,73
156,80
157,81
158,78
159,68
160,62
161,85
162,64
163,62
164,63
165,53
166,57
167,63
168,44
169,50
170,58
171,66
172,55
173,50
174,47
175,36
176,32
177,37
178,38
179,25
180,37
181,32
182,25
183,19
184,27
185,23
186,10
187,23
188,21
189,17
190,17
191,15
192,14
193,12
194,17
195,10
196,9
197,14
198,13
199,14
200,5
201,8
202,15
203,10
204,8
205,13
206,6
207,10
208,4
209,5
210,6
211,2
212,7
213,7
214,7
215,2
216,4
217,1
218,3
219,2
220,3
221,1
223,1
224,2
225,2
227,3
228,1
229,1
230,2
233,1
234,1
237,1
239,1
244,1
245,1
246,2
