depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.995535,0.996731,0.997138,0.973776,0.973776,0.973776
1,2,12,0.994433,0.995803,0.996171,0.269926,0.287404,0.291337
2,4,24,0.530792,0.995103,0.996118,0.073905,0.0756448,0.0757307
3,8,48,0.502393,0.574714,0.595854,0.0188261,0.0217799,0.0218996
4,16,96,0.494028,0.546988,0.58488,0.00515965,0.00656648,0.00690587
5,32,192,0.290926,0.510613,0.5612,0.0013724,0.00184263,0.00199945
6,64,384,0.260755,0.304068,0.344219,0.000375847,0.000480065,0.000555103
7,128,768,0.250788,0.282722,0.3249,9.89808e-05,0.000147216,0.000186632
8,256,1536,0.155271,0.260985,0.302764,2.61684e-05,3.8618e-05,4.72073e-05
9,512,3072,0.131937,0.16221,0.206251,6.13248e-06,9.35483e-06,1.2701e-05
10,1024,6144,0.119328,0.145138,0.186432,1.4587e-06,2.51068e-06,4.20422e-06
11,2048,12288,0.0754356,0.127806,0.158788,2.79684e-07,5.56223e-07,8.93096e-07
12,4096,24576,0.0576288,0.0784091,0.10858,3.69901e-08,9.11569e-08,1.74561e-07
13,8192,49152,0.0380197,0.0630905,0.0887542,2.18506e-09,1.00922e-08,3.07776e-08
14,16384,98304,0.0129972,0.0371692,0.0648235,1.62876e-12,8.05216e-11,1.196e-09
15,17233,103398,0,0,0,0,0,0
