depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.982076,0.986077,0.987191,0.840319,0.840319,0.840319
1,2,20,0.980975,0.985271,0.987054,0.31173,0.360254,0.371172
2,4,40,0.976615,0.983807,0.986779,0.111463,0.149389,0.163672
3,8,80,0.971667,0.981372,0.98618,0.0412651,0.0562663,0.0711868
4,16,160,0.54099,0.97965,0.984382,0.0144831,0.0217522,0.0304991
5,32,320,0.533989,0.969803,0.98067,0.005073,0.00856872,0.0120787
6,64,640,0.525242,0.939755,0.975331,0.00162133,0.00357365,0.00644524
7,128,1280,0.505841,0.864921,0.96365,0.000522619,0.00135064,0.00292231
8,256,2560,0.436843,0.664245,0.940431,0.000165107,0.000431582,0.00104681
9,512,5120,0.32623,0.542869,0.860922,4.04834e-05,0.000115204,0.000242054
10,1024,10240,0.289639,0.463449,0.62801,8.25632e-06,2.28673e-05,5.1004e-05
11,2048,20480,0.26085,0.404213,0.581409,1.26467e-06,3.76784e-06,1.00412e-05
12,4096,40960,0.210422,0.324832,0.514021,1.07677e-07,3.91081e-07,1.31969e-06
13,8192,81920,0.139848,0.251878,0.423089,1.97404e-09,1.34118e-08,6.66871e-08
14,16384,163840,0.053376,0.151644,0.289288,2.54105e-14,4.24096e-12,1.76453e-10
15,17233,172330,0,0,0,0,0,0
