depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.988492,0.991698,0.992079,0.892073,0.892073,0.892073
1,2,20,0.985296,0.990896,0.992011,0.323877,0.383063,0.39638
2,4,40,0.982128,0.989014,0.991524,0.111453,0.161874,0.180904
3,8,80,0.951259,0.984842,0.986742,0.0358302,0.0602863,0.0808992
4,16,160,0.525389,0.980664,0.985964,0.0128753,0.0227797,0.0242416
5,32,320,0.518917,0.899381,0.979021,0.00359056,0.00639954,0.00958003
6,64,640,0.511736,0.819484,0.959463,0.00116675,0.0024857,0.00410023
7,128,1280,0.486674,0.705083,0.902959,0.000304522,0.000741055,0.00137661
8,256,2560,0.438845,0.594652,0.837267,8.68695e-05,0.000200546,0.000360386
9,512,5120,0.29655,0.500417,0.712206,1.9532e-05,4.09965e-05,8.58027e-05
10,1024,10240,0.269497,0.395355,0.519182,3.25257e-06,7.48231e-06,1.58183e-05
11,2048,20480,0.241541,0.333044,0.469678,4.8126e-07,1.25047e-06,2.98321e-06
12,4096,40960,0.194635,0.274039,0.412107,3.82167e-08,1.21515e-07,3.55407e-07
13,8192,81920,0.124829,0.221139,0.335129,6.8134e-10,4.3175e-09,1.6192e-08
14,16384,163840,0.0476008,0.130317,0.233941,7.61827e-15,1.33237e-12,4.95553e-11
15,17233,172330,0,0,0,0,0,0
