depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.992907,0.992909,0.992909,0.971928,0.971928,0.971928
1,2,8,0.745761,0.99289,0.99289,0.242961,0.244701,0.245092
2,4,16,0.496409,0.50014,0.50163,0.0601903,0.0619063,0.0624987
3,8,32,0.371626,0.501135,0.501628,0.0151335,0.0156242,0.0156702
4,16,64,0.247928,0.251706,0.254502,0.00380253,0.00390802,0.00401426
5,32,128,0.184378,0.251263,0.254416,0.000944199,0.0010112,0.00101715
6,64,256,0.123836,0.127106,0.130846,0.000233938,0.000254548,0.000264933
7,128,512,0.0913548,0.126115,0.130817,5.86994e-05,6.4917e-05,6.96443e-05
8,256,1024,0.0617592,0.0646158,0.0674208,1.45095e-05,1.66504e-05,1.84153e-05
9,512,2048,0.0455583,0.0637038,0.0673491,3.52147e-06,4.32466e-06,4.97797e-06
10,1024,4096,0.0303799,0.0331538,0.0361063,8.46883e-07,1.10111e-06,1.35004e-06
11,2048,8192,0.0215061,0.0318806,0.0354234,1.908e-07,2.80751e-07,3.65247e-07
12,4096,16384,0.0141216,0.017051,0.0196615,3.95996e-08,6.77979e-08,1.00785e-07
13,8192,32768,0.00910258,0.0151661,0.0186562,6.47783e-09,1.50463e-08,2.71095e-08
14,16384,65536,0.00503372,0.00791387,0.0106874,5.79827e-10,2.35696e-09,5.91987e-09
15,32768,131072,0.00143001,0.00456568,0.00812316,2.8719e-12,8.79298e-11,6.17251e-10
16,34465,137860,0,0,0,0,0,0
