depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.989982,0.989994,0.989994,0.960527,0.960527,0.960527
1,2,8,0.743138,0.989971,0.989971,0.240106,0.241204,0.241451
2,4,16,0.494909,0.49631,0.496383,0.0599865,0.0604401,0.0605844
3,8,32,0.371757,0.49587,0.495887,0.0149922,0.0152081,0.0152114
4,16,64,0.247418,0.249654,0.254341,0.00374304,0.00387386,0.00395193
5,32,128,0.184706,0.249366,0.254299,0.000941952,0.000992325,0.00100242
6,64,256,0.123408,0.127129,0.130267,0.000230916,0.000253703,0.000265589
7,128,512,0.0903129,0.126267,0.130182,5.69934e-05,6.4482e-05,7.26906e-05
8,256,1024,0.0610759,0.0651352,0.0699377,1.40012e-05,1.68453e-05,1.89212e-05
9,512,2048,0.0450478,0.0636969,0.0686066,3.33359e-06,4.29298e-06,5.55649e-06
10,1024,4096,0.0295974,0.0336168,0.0368581,7.60347e-07,1.09946e-06,1.4615e-06
11,2048,8192,0.0204696,0.0314521,0.0360359,1.59479e-07,2.691e-07,4.20413e-07
12,4096,16384,0.0128108,0.0169442,0.0209995,2.61865e-08,6.05461e-08,1.09164e-07
13,8192,32768,0.00711513,0.0135385,0.0186611,2.29946e-09,9.18801e-09,2.41711e-08
14,16384,65536,0.00208986,0.0057773,0.00993559,1.24524e-11,3.65843e-10,2.53523e-09
15,17233,68932,0,0,0,0,0,0
