depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.936181,0.936192,0.936192,0.517117,0.517117,0.517117
1,2,20,0.936147,0.936188,0.936192,0.129226,0.129484,0.129542
2,4,40,0.935993,0.936166,0.936192,0.0322092,0.032578,0.0326746
3,8,80,0.470263,0.936071,0.936187,0.00813841,0.00826095,0.00828484
4,16,160,0.468464,0.93564,0.936118,0.0019964,0.00213976,0.00216476
5,32,320,0.467673,0.474945,0.48005,0.000495502,0.000537536,0.00056521
6,64,640,0.465377,0.474458,0.479344,0.000122614,0.000134968,0.000148102
7,128,1280,0.457608,0.47345,0.478823,3.00755e-05,3.41316e-05,3.92564e-05
8,256,2560,0.24134,0.47004,0.477936,7.10993e-06,8.59887e-06,9.9446e-06
9,512,5120,0.232964,0.45758,0.475809,1.5968e-06,2.06469e-06,2.70263e-06
10,1024,10240,0.224864,0.243385,0.268348,3.1924e-07,4.74308e-07,6.72147e-07
11,2048,20480,0.209319,0.236436,0.260873,4.94529e-08,9.377e-08,1.55781e-07
12,4096,40960,0.168236,0.222921,0.251763,4.54048e-09,1.23993e-08,2.74613e-08
13,8192,81920,0.0979647,0.189493,0.234332,8.89885e-11,6.26364e-10,2.25602e-09
14,16384,163840,0.037822,0.102306,0.186772,9.42463e-16,3.3454e-13,1.50248e-11
15,17233,172330,0,0,0,0,0,0
