depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.900511,0.900518,0.900518,0.350629,0.350629,0.350629
1,2,20,0.900457,0.900501,0.900503,0.0876266,0.0886077,0.0888285
2,4,40,0.900339,0.900476,0.900499,0.0221353,0.0223641,0.0223958
3,8,80,0.455885,0.900379,0.900456,0.00543754,0.00574618,0.0057532
4,16,160,0.451964,0.900095,0.900324,0.00136586,0.00143349,0.00148488
5,32,320,0.449673,0.457282,0.463339,0.000339082,0.000360513,0.000385428
6,64,640,0.447383,0.456675,0.462378,8.34632e-05,9.16206e-05,9.87253e-05
7,128,1280,0.440826,0.454654,0.46092,2.02021e-05,2.33026e-05,2.5626e-05
8,256,2560,0.231403,0.450314,0.459859,4.78438e-06,5.75912e-06,7.11442e-06
9,512,5120,0.223709,0.441872,0.457401,1.07724e-06,1.40752e-06,1.84821e-06
10,1024,10240,0.216225,0.233656,0.25499,2.14498e-07,3.18104e-07,4.50297e-07
11,2048,20480,0.201513,0.226973,0.248068,3.47009e-08,5.99591e-08,9.7544e-08
12,4096,40960,0.162044,0.213993,0.240152,3.08562e-09,8.32406e-09,1.68341e-08
13,8192,81920,0.0942762,0.18217,0.224277,6.02337e-11,3.94941e-10,1.44996e-09
14,16384,163840,0.0365093,0.0982236,0.178903,6.60161e-16,2.2679e-13,9.09535e-12
15,17233,172330,0,0,0,0,0,0
