depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.990265,0.991627,0.992133,0.961885,0.961885,0.961885
1,2,8,0.788319,0.989548,0.990221,0.26462,0.276972,0.279752
2,4,16,0.504319,0.599541,0.645793,0.0732424,0.0856296,0.0898831
3,8,32,0.426711,0.555471,0.638184,0.0214419,0.0316912,0.0354479
4,16,64,0.265451,0.358066,0.377857,0.00700188,0.00878003,0.0147178
5,32,128,0.24478,0.340907,0.370343,0.00211391,0.00425136,0.00454965
6,64,256,0.144815,0.226713,0.25287,0.000735583,0.00128893,0.00181894
7,128,512,0.132914,0.196634,0.236329,0.000224444,0.000477114,0.00071625
8,256,1024,0.0845718,0.138524,0.190832,7.36336e-05,0.000149927,0.000255507
9,512,2048,0.0742305,0.120225,0.16389,2.45776e-05,5.29691e-05,0.000101322
10,1024,4096,0.0495048,0.0872489,0.13901,6.91081e-06,1.62394e-05,3.45605e-05
11,2048,8192,0.0364039,0.0696651,0.116969,1.73951e-06,4.56843e-06,1.18591e-05
12,4096,16384,0.0240567,0.0478222,0.0920497,3.50227e-07,1.08404e-06,2.97004e-06
13,8192,32768,0.0143758,0.0315995,0.0709326,4.20528e-08,1.83342e-07,6.87044e-07
14,16384,65536,0.00470398,0.0152177,0.0414076,2.8986e-10,5.72849e-09,4.36694e-08
15,17233,68932,0,0,0,0,0,0
