depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.97787,0.977895,0.977895,0.914374,0.914374,0.914374
1,2,8,0.734649,0.977895,0.977895,0.228389,0.230827,0.231376
2,4,16,0.488832,0.492003,0.492053,0.0570919,0.058106,0.0584956
3,8,32,0.369098,0.491734,0.492053,0.0138478,0.0154488,0.0155928
4,16,64,0.241671,0.257049,0.263709,0.00354376,0.00409887,0.00444139
5,32,128,0.177682,0.256612,0.262855,0.000868435,0.00105517,0.00112473
6,64,256,0.120181,0.130727,0.138135,0.000208753,0.000259674,0.000320437
7,128,512,0.0853569,0.129336,0.137766,5.0234e-05,6.77685e-05,8.36863e-05
8,256,1024,0.0579022,0.067506,0.0774206,1.11483e-05,1.76231e-05,2.40613e-05
9,512,2048,0.0396403,0.0617911,0.0736901,2.18109e-06,4.20154e-06,7.05253e-06
10,1024,4096,0.0239905,0.0333787,0.0425252,3.18367e-07,8.05157e-07,1.89737e-06
11,2048,8192,0.0118998,0.0244651,0.0361069,1.70361e-08,1.09182e-07,3.01311e-07
12,4096,16384,0,0.00852537,0.0184437,0,1.95386e-09,2.74446e-08
13,1809,7236,0,0,0,0,0,0
