group_size,count
1,1
4,1
8,2
9,1
10,1
11,2
12,1
14,2
15,1
16,4
17,2
18,1
19,2
20,4
21,3
22,6
23,5
24,4
25,4
26,9
27,7
28,3
29,7
30,6
31,10
32,9
33,9
34,9
35,3
36,9
37,6
38,9
39,13
40,7
41,6
42,17
43,8
44,7
45,9
46,12
47,19
48,11
49,16
50,12
51,11
52,14
53,13
54,11
55,18
56,9
57,19
58,13
59,12
60,19
61,13
62,15
63,7
64,12
65,13
66,20
67,13
68,14
69,19
70,19
71,12
72,14
73,19
74,16
75,13
76,18
77,11
78,18
79,19
80,15
81,18
82,12
83,12
84,11
85,26
86,15
87,22
88,20
89,12
90,18
91,17
92,14
93,13
94,10
95,20
96,14
97,22
98,21
99,24
100,25
101,18
102,23
103,10
104,17
105,15
106,24
107,13
108,16
109,12
110,19
111,21
112,15
113,15
114,15
115,13
116,18
117,19
118,15
119,16
120,8
121,14
122,16
123,19
124,14
125,13
126,9
127,14
128,13
129,19
130,15
131,11
132,11
133,13
134,14
135,11
136,13
137,4
138,10
139,8
140,13
141,10
142,10
143,9
144,12
145,7
146,8
147,7
148,5
149,10
150,4
151,8
152,8
153,2
154,11
155,11
156,8
157,2
158,12
159,1
160,9
161,10
162,12
163,9
164,10
165,3
166,6
167,5
168,2
169,3
170,4
171,2
172,4
173,4
174,6
175,6
176,5
177,5
178,3
179,2
180,3
181,6
182,4
183,7
184,5
185,2
186,5
187,1
188,3
189,3
190,1
191,4
192,2
193,1
194,3
195,4
196,3
197,4
198,3
199,1
200,1
201,3
203,1
204,2
207,4
209,1
210,3
211,2
214,2
216,3
217,1
218,1
222,2
226,1
232,1
234,1
235,1
240,2
241,1
246,1
251,1
253,1
265,1
268,1
274,1
