group_size,count
5,2
6,3
7,3
8,5
9,6
10,9
11,8
12,14
13,16
14,20
15,25
16,25
17,28
18,40
19,41
20,65
21,71
22,71
23,92
24,107
25,124
26,137
27,187
28,195
29,204
30,223
31,257
32,292
33,353
34,348
35,357
36,435
37,391
38,428
39,486
40,525
41,574
42,552
43,552
44,590
45,588
46,601
47,565
48,617
49,632
50,565
51,603
52,579
53,575
54,551
55,539
56,535
57,555
58,515
59,522
60,497
61,486
62,473
63,448
64,399
65,404
66,395
67,409
68,401
69,370
70,365
71,331
72,354
73,331
74,321
75,310
76,349
77,336
78,309
79,338
80,310
81,318
82,306
83,314
84,334
85,340
86,293
87,315
88,338
89,322
90,307
91,307
92,324
93,290
94,305
95,316
96,301
97,315
98,274
99,299
100,290
101,306
102,311
103,267
104,319
105,280
106,291
107,248
108,261
109,282
110,238
111,250
112,264
113,249
114,223
115,231
116,223
117,212
118,210
119,215
120,205
121,199
122,178
123,179
124,184
125,178
126,153
127,167
128,166
129,132
130,133
131,145
132,118
133,130
134,125
135,87
136,117
137,106
138,97
139,92
140,97
141,76
142,87
143,68
144,96
145,68
146,70
147,56
148,57
149,49
150,44
151,49
152,55
153,46
154,30
155,40
156,30
157,40
158,33
159,30
160,41
161,23
162,27
163,33
164,23
165,22
166,16
167,18
168,15
169,21
170,19
171,8
172,25
173,10
174,17
175,18
176,15
177,10
178,15
179,9
180,9
181,9
182,9
183,9
184,8
185,6
186,7
187,6
188,3
189,7
190,5
191,7
192,3
193,7
194,4
195,4
196,3
197,2
198,1
199,3
200,3
201,2
202,2
203,3
204,1
206,3
208,3
209,2
210,3
211,2
213,2
214,1
215,2
216,4
217,1
218,2
220,2
221,2
223,2
226,1
227,2
228,3
229,1
230,1
231,1
233,1
235,2
239,3
245,1
248,1
253,1
255,1
275,1
278,1
320,1
